Order_ID,Product,Category,Quantity,Price,Sales,City,Payment_Method,Order_Status,Customer_Name
O00326,Tablet,Electronics,4,34396,137584,Kolkata,Card,Completed,Customer_12
O00327,Camera,Electronics,3,7454,22362,Delhi,Net Banking,Completed,Customer_40
O00328,Tablet,Electronics,5,2489,12445,Delhi,UPI,Cancelled,Customer_156
O00329,Laptop,Electronics,1,2700,2700,Pune,Net Banking,Cancelled,Customer_146
O00330,Keyboard,Accessories,3,18838,56514,Bangalore,Cash,Pending,Customer_197
O00331,Headphones,Accessories,3,2981,8943,Delhi,Card,Completed,Customer_97
O00332,Mobile,Electronics,1,3842,3842,Mumbai,UPI,Cancelled,Customer_118
O00333,Camera,Electronics,1,39694,39694,Chennai,Net Banking,Completed,Customer_181
O00334,Mobile,Electronics,3,21387,64161,Hyderabad,Card,Cancelled,Customer_23
O00335,Smart Watch,Wearables,2,29882,59764,Kolkata,Card,Pending,Customer_61
O00336,Keyboard,Accessories,2,3031,6062,Delhi,UPI,Completed,Customer_142
O00337,Laptop,Electronics,1,17401,17401,Kolkata,Net Banking,Completed,Customer_26
O00338,Headphones,Accessories,3,49976,149928,Mumbai,Card,Cancelled,Customer_192
O00339,Mouse,Accessories,5,39262,196310,Bangalore,Cash,Pending,Customer_83
O00340,Tablet,Electronics,3,26062,78186,Mumbai,UPI,Pending,Customer_98
O00341,Headphones,Accessories,4,16127,64508,Kolkata,Card,Cancelled,Customer_4
O00342,Camera,Electronics,2,2860,5720,Pune,Card,Completed,Customer_159
O00343,Tablet,Electronics,2,29810,59620,Mumbai,Net Banking,Completed,Customer_161
O00344,Mobile,Electronics,4,22767,91068,Delhi,Card,Pending,Customer_30
O00345,Tablet,Electronics,2,22256,44512,Pune,Cash,Completed,Customer_183
O00346,Camera,Electronics,5,9983,49915,Bangalore,Card,Pending,Customer_108
O00347,Smart Watch,Wearables,2,10703,21406,Mumbai,UPI,Cancelled,Customer_76
O00348,Tablet,Electronics,2,17583,35166,Bangalore,Cash,Pending,Customer_117
O00349,Camera,Electronics,1,10551,10551,Hyderabad,Cash,Cancelled,Customer_172
O00350,Keyboard,Accessories,5,31790,158950,Kolkata,UPI,Completed,Customer_66
O00351,Keyboard,Accessories,3,28815,86445,Delhi,Card,Completed,Customer_25
O00352,Smart Watch,Wearables,3,27739,83217,Pune,Cash,Cancelled,Customer_76
O00353,Headphones,Accessories,1,29474,29474,Kolkata,UPI,Cancelled,Customer_36
O00354,Camera,Electronics,1,35010,35010,Delhi,Card,Pending,Customer_112
O00355,Laptop,Electronics,4,14804,59216,Delhi,Card,Completed,Customer_47
O00356,Keyboard,Accessories,2,13391,26782,Hyderabad,Cash,Completed,Customer_156
O00357,Camera,Electronics,3,11989,35967,Pune,Card,Cancelled,Customer_172
O00358,Keyboard,Accessories,5,20687,103435,Pune,Cash,Completed,Customer_178
O00359,Smart Watch,Wearables,1,34477,34477,Kolkata,UPI,Pending,Customer_73
O00360,Camera,Electronics,1,1512,1512,Bangalore,Net Banking,Completed,Customer_171
O00361,Mouse,Accessories,2,12693,25386,Hyderabad,UPI,Completed,Customer_42
O00362,Tablet,Electronics,5,39487,197435,Kolkata,Cash,Pending,Customer_134
O00363,Camera,Electronics,5,5175,25875,Mumbai,UPI,Cancelled,Customer_63
O00364,Tablet,Electronics,4,38269,153076,Kolkata,Cash,Pending,Customer_28
O00365,Camera,Electronics,4,34140,136560,Mumbai,Card,Completed,Customer_63
O00366,Mobile,Electronics,2,41071,82142,Pune,Card,Completed,Customer_80
O00367,Mouse,Accessories,5,2470,12350,Mumbai,Cash,Cancelled,Customer_190
O00368,Keyboard,Accessories,3,1659,4977,Kolkata,Net Banking,Cancelled,Customer_62
O00369,Camera,Electronics,1,23483,23483,Kolkata,Cash,Cancelled,Customer_46
O00370,Laptop,Electronics,3,8564,25692,Bangalore,Net Banking,Cancelled,Customer_129
O00371,Mouse,Accessories,1,8497,8497,Mumbai,Net Banking,Completed,Customer_139
O00372,Keyboard,Accessories,2,10148,20296,Chennai,Net Banking,Cancelled,Customer_102
O00373,Headphones,Accessories,1,42114,42114,Bangalore,Net Banking,Cancelled,Customer_155
O00374,Laptop,Electronics,4,3905,15620,Kolkata,UPI,Pending,Customer_103
O00375,Keyboard,Accessories,3,47392,142176,Bangalore,UPI,Pending,Customer_144
O00376,Laptop,Electronics,3,34406,103218,Pune,UPI,Completed,Customer_109
O00377,Laptop,Electronics,3,7645,22935,Hyderabad,Card,Completed,Customer_84
O00378,Smart Watch,Wearables,2,33580,67160,Chennai,Cash,Completed,Customer_36
O00379,Smart Watch,Wearables,4,30235,120940,Chennai,Cash,Completed,Customer_9
O00380,Mouse,Accessories,5,18419,92095,Chennai,Cash,Cancelled,Customer_26
O00381,Mouse,Accessories,1,34598,34598,Mumbai,Net Banking,Completed,Customer_11
O00382,Mouse,Accessories,1,20515,20515,Delhi,Card,Completed,Customer_16
O00383,Mouse,Accessories,1,31067,31067,Hyderabad,Card,Pending,Customer_32
O00384,Headphones,Accessories,3,27143,81429,Hyderabad,UPI,Pending,Customer_63
O00385,Mobile,Electronics,5,19319,96595,Kolkata,Net Banking,Cancelled,Customer_178
O00386,Keyboard,Accessories,4,13685,54740,Hyderabad,UPI,Pending,Customer_141
O00387,Mouse,Accessories,5,31816,159080,Bangalore,UPI,Completed,Customer_63
O00388,Tablet,Electronics,2,12873,25746,Hyderabad,Net Banking,Cancelled,Customer_102
O00389,Laptop,Electronics,3,11136,33408,Kolkata,Card,Pending,Customer_143
O00390,Tablet,Electronics,4,18189,72756,Delhi,Card,Pending,Customer_15
O00391,Laptop,Electronics,2,36618,73236,Mumbai,UPI,Pending,Customer_169
O00392,Laptop,Electronics,5,25920,129600,Kolkata,Net Banking,Pending,Customer_189
O00393,Mobile,Electronics,5,15256,76280,Chennai,Card,Pending,Customer_87
O00394,Tablet,Electronics,2,44759,89518,Pune,UPI,Cancelled,Customer_25
O00395,Camera,Electronics,3,41831,125493,Chennai,Card,Pending,Customer_27
O00396,Laptop,Electronics,4,36541,146164,Hyderabad,Cash,Pending,Customer_102
O00397,Headphones,Accessories,4,18804,75216,Kolkata,Cash,Pending,Customer_116
O00398,Camera,Electronics,3,47886,143658,Delhi,UPI,Pending,Customer_101
O00399,Smart Watch,Wearables,3,943,2829,Kolkata,Net Banking,Pending,Customer_114
O00400,Mouse,Accessories,2,35684,71368,Delhi,Card,Pending,Customer_148
O00401,Smart Watch,Wearables,5,15700,78500,Mumbai,UPI,Pending,Customer_156
O00402,Keyboard,Accessories,3,13889,41667,Bangalore,Cash,Completed,Customer_13
O00403,Mouse,Accessories,5,33093,165465,Delhi,UPI,Cancelled,Customer_159
O00404,Smart Watch,Wearables,5,34399,171995,Chennai,Net Banking,Pending,Customer_119
O00405,Tablet,Electronics,1,39475,39475,Chennai,UPI,Pending,Customer_3
O00406,Mobile,Electronics,5,15525,77625,Mumbai,Net Banking,Pending,Customer_129
O00407,Smart Watch,Wearables,5,38121,190605,Pune,Card,Pending,Customer_125
O00408,Smart Watch,Wearables,4,41434,165736,Hyderabad,UPI,Cancelled,Customer_136
O00409,Mobile,Electronics,2,24271,48542,Delhi,UPI,Completed,Customer_80
O00410,Headphones,Accessories,1,43486,43486,Delhi,UPI,Cancelled,Customer_108
O00411,Headphones,Accessories,5,19500,97500,Kolkata,Card,Cancelled,Customer_49
O00412,Smart Watch,Wearables,2,4443,8886,Chennai,Cash,Pending,Customer_146
O00413,Laptop,Electronics,4,1203,4812,Kolkata,Cash,Pending,Customer_182
O00414,Laptop,Electronics,3,26554,79662,Kolkata,Cash,Cancelled,Customer_4
O00415,Laptop,Electronics,2,11981,23962,Bangalore,UPI,Cancelled,Customer_137
O00416,Headphones,Accessories,5,13511,67555,Bangalore,Cash,Completed,Customer_41
O00417,Mobile,Electronics,1,7060,7060,Mumbai,Card,Cancelled,Customer_126
O00418,Camera,Electronics,5,28721,143605,Kolkata,Cash,Cancelled,Customer_4
O00419,Tablet,Electronics,2,47388,94776,Pune,UPI,Pending,Customer_44
O00420,Laptop,Electronics,3,41702,125106,Mumbai,Cash,Pending,Customer_50
O00421,Camera,Electronics,5,25774,128870,Mumbai,Cash,Completed,Customer_102
O00422,Laptop,Electronics,4,4077,16308,Hyderabad,Card,Completed,Customer_58
O00423,Laptop,Electronics,2,38969,77938,Kolkata,Card,Pending,Customer_2
O00424,Camera,Electronics,3,27918,83754,Hyderabad,UPI,Pending,Customer_18
O00425,Keyboard,Accessories,4,44730,178920,Chennai,Card,Pending,Customer_80
O00426,Smart Watch,Wearables,4,1969,7876,Kolkata,Card,Completed,Customer_45
O00427,Headphones,Accessories,3,25338,76014,Pune,Cash,Pending,Customer_102
O00428,Tablet,Electronics,1,22455,22455,Hyderabad,Net Banking,Pending,Customer_104
O00429,Mobile,Electronics,1,28174,28174,Kolkata,UPI,Cancelled,Customer_63
O00430,Smart Watch,Wearables,2,31106,62212,Delhi,UPI,Completed,Customer_112
O00431,Laptop,Electronics,3,44033,132099,Mumbai,UPI,Completed,Customer_62
O00432,Headphones,Accessories,1,13364,13364,Delhi,Card,Cancelled,Customer_114
O00433,Camera,Electronics,2,10934,21868,Delhi,UPI,Completed,Customer_185
O00434,Smart Watch,Wearables,4,41744,166976,Hyderabad,Card,Pending,Customer_122
O00435,Keyboard,Accessories,2,30167,60334,Chennai,Card,Cancelled,Customer_67
O00436,Camera,Electronics,5,24616,123080,Hyderabad,Card,Pending,Customer_156
O00437,Keyboard,Accessories,2,49696,99392,Mumbai,Cash,Cancelled,Customer_70
O00438,Smart Watch,Wearables,1,43591,43591,Chennai,Card,Pending,Customer_4
O00439,Smart Watch,Wearables,1,46025,46025,Pune,Card,Pending,Customer_49
O00440,Mobile,Electronics,1,37330,37330,Delhi,UPI,Completed,Customer_17
O00441,Mouse,Accessories,1,15338,15338,Delhi,Card,Cancelled,Customer_103
O00442,Mouse,Accessories,3,26935,80805,Kolkata,Net Banking,Cancelled,Customer_161
O00443,Headphones,Accessories,3,12060,36180,Mumbai,UPI,Cancelled,Customer_170
O00444,Tablet,Electronics,4,2155,8620,Chennai,Net Banking,Completed,Customer_103
O00445,Tablet,Electronics,1,12405,12405,Delhi,Cash,Pending,Customer_156
O00446,Keyboard,Accessories,1,27019,27019,Mumbai,Card,Pending,Customer_51
O00447,Mouse,Accessories,2,25452,50904,Chennai,Cash,Cancelled,Customer_80
O00448,Headphones,Accessories,5,15419,77095,Hyderabad,Net Banking,Cancelled,Customer_134
O00449,Mouse,Accessories,4,44417,177668,Chennai,UPI,Completed,Customer_29
O00450,Mouse,Accessories,1,38846,38846,Hyderabad,Cash,Completed,Customer_175
O00451,Mobile,Electronics,1,21376,21376,Pune,UPI,Cancelled,Customer_23
O00452,Smart Watch,Wearables,4,49492,197968,Hyderabad,Card,Pending,Customer_135
O00453,Mobile,Electronics,3,28285,84855,Bangalore,UPI,Cancelled,Customer_129
O00454,Camera,Electronics,5,4058,20290,Chennai,Card,Pending,Customer_173
O00455,Headphones,Accessories,4,12905,51620,Mumbai,UPI,Completed,Customer_140
O00456,Headphones,Accessories,2,36147,72294,Delhi,Card,Completed,Customer_44
O00457,Tablet,Electronics,3,27477,82431,Mumbai,Card,Cancelled,Customer_80
O00458,Headphones,Accessories,2,45472,90944,Chennai,Net Banking,Cancelled,Customer_124
O00459,Keyboard,Accessories,2,885,1770,Hyderabad,Net Banking,Completed,Customer_165
O00460,Tablet,Electronics,3,9242,27726,Chennai,Card,Cancelled,Customer_145
O00461,Keyboard,Accessories,3,41748,125244,Kolkata,Cash,Cancelled,Customer_109
O00462,Headphones,Accessories,2,39735,79470,Bangalore,Net Banking,Completed,Customer_30
O00463,Mouse,Accessories,1,24124,24124,Bangalore,Card,Completed,Customer_16
O00464,Mouse,Accessories,3,13418,40254,Mumbai,UPI,Pending,Customer_29
O00465,Headphones,Accessories,3,29668,89004,Bangalore,UPI,Pending,Customer_44
O00466,Mobile,Electronics,1,1208,1208,Bangalore,Net Banking,Completed,Customer_192
O00467,Tablet,Electronics,5,17829,89145,Mumbai,Net Banking,Pending,Customer_126
O00468,Keyboard,Accessories,5,21590,107950,Mumbai,UPI,Completed,Customer_165
O00469,Mouse,Accessories,5,48383,241915,Chennai,UPI,Cancelled,Customer_63
O00470,Mobile,Electronics,2,49484,98968,Mumbai,Cash,Pending,Customer_38
O00471,Mouse,Accessories,3,12672,38016,Chennai,Card,Completed,Customer_185
O00472,Mouse,Accessories,5,21908,109540,Bangalore,Card,Cancelled,Customer_92
O00473,Tablet,Electronics,2,24651,49302,Pune,UPI,Pending,Customer_62
O00474,Laptop,Electronics,1,7527,7527,Hyderabad,Net Banking,Completed,Customer_56
O00475,Camera,Electronics,4,33237,132948,Chennai,Card,Pending,Customer_155
O00476,Mobile,Electronics,2,45587,91174,Pune,Card,Completed,Customer_114
O00477,Smart Watch,Wearables,1,3117,3117,Kolkata,Net Banking,Pending,Customer_49
O00478,Keyboard,Accessories,3,683,2049,Mumbai,Net Banking,Completed,Customer_73
O00479,Mobile,Electronics,1,34226,34226,Chennai,Net Banking,Pending,Customer_17
O00480,Camera,Electronics,1,44153,44153,Kolkata,Card,Cancelled,Customer_43
O00481,Smart Watch,Wearables,3,774,2322,Bangalore,UPI,Cancelled,Customer_51
O00482,Camera,Electronics,1,36067,36067,Delhi,Net Banking,Pending,Customer_137
O00483,Headphones,Accessories,4,40416,161664,Hyderabad,Cash,Completed,Customer_186
O00484,Tablet,Electronics,5,43651,218255,Delhi,Net Banking,Pending,Customer_124
O00485,Headphones,Accessories,3,23005,69015,Hyderabad,Cash,Completed,Customer_57
O00486,Camera,Electronics,1,10128,10128,Chennai,UPI,Cancelled,Customer_149
O00487,Smart Watch,Wearables,3,35232,105696,Pune,Net Banking,Pending,Customer_67
O00488,Mobile,Electronics,2,12329,24658,Pune,Cash,Completed,Customer_65
O00489,Mobile,Electronics,2,35284,70568,Chennai,UPI,Cancelled,Customer_126
O00490,Keyboard,Accessories,5,30525,152625,Pune,Cash,Cancelled,Customer_132
O00491,Mobile,Electronics,4,45031,180124,Mumbai,Net Banking,Completed,Customer_129
O00492,Mobile,Electronics,5,7190,35950,Bangalore,Net Banking,Cancelled,Customer_44
O00493,Keyboard,Accessories,5,31636,158180,Kolkata,Cash,Completed,Customer_96
O00494,Laptop,Electronics,4,16025,64100,Mumbai,UPI,Completed,Customer_4
O00495,Keyboard,Accessories,4,20156,80624,Mumbai,Card,Pending,Customer_23
O00496,Keyboard,Accessories,5,8017,40085,Chennai,UPI,Completed,Customer_94
O00497,Tablet,Electronics,1,17252,17252,Mumbai,Card,Pending,Customer_132
O00498,Tablet,Electronics,4,3351,13404,Kolkata,UPI,Completed,Customer_92
O00499,Tablet,Electronics,5,7903,39515,Mumbai,Card,Pending,Customer_91
O00500,Keyboard,Accessories,4,1894,7576,Kolkata,Net Banking,Completed,Customer_6
O00501,Camera,Electronics,1,5333,5333,Kolkata,UPI,Completed,Customer_39
O00502,Mouse,Accessories,4,9953,39812,Hyderabad,UPI,Cancelled,Customer_177
O00503,Mouse,Accessories,4,1404,5616,Mumbai,UPI,Completed,Customer_125
O00504,Camera,Electronics,1,2823,2823,Mumbai,Card,Cancelled,Customer_166
O00505,Smart Watch,Wearables,4,10873,43492,Chennai,Net Banking,Pending,Customer_59
O00506,Mobile,Electronics,3,22079,66237,Hyderabad,Card,Pending,Customer_34
O00507,Laptop,Electronics,2,11623,23246,Kolkata,UPI,Cancelled,Customer_120
O00508,Tablet,Electronics,5,31197,155985,Bangalore,UPI,Pending,Customer_2
O00509,Tablet,Electronics,5,32182,160910,Delhi,Card,Completed,Customer_64
O00510,Camera,Electronics,5,3474,17370,Chennai,Card,Cancelled,Customer_172
O00511,Headphones,Accessories,3,25694,77082,Delhi,Cash,Cancelled,Customer_68
O00512,Tablet,Electronics,5,38086,190430,Hyderabad,Card,Cancelled,Customer_9
O00513,Mobile,Electronics,2,28434,56868,Chennai,Cash,Pending,Customer_73
O00514,Keyboard,Accessories,2,45151,90302,Mumbai,UPI,Pending,Customer_190
O00515,Tablet,Electronics,5,42129,210645,Pune,UPI,Cancelled,Customer_184
O00516,Smart Watch,Wearables,3,4461,13383,Chennai,UPI,Cancelled,Customer_83
O00517,Camera,Electronics,5,24570,122850,Pune,Card,Pending,Customer_39
O00518,Headphones,Accessories,2,973,1946,Kolkata,Net Banking,Pending,Customer_115
O00519,Smart Watch,Wearables,5,20318,101590,Pune,Cash,Completed,Customer_78
O00520,Mouse,Accessories,3,48122,144366,Hyderabad,UPI,Completed,Customer_49
O00521,Mobile,Electronics,5,12214,61070,Delhi,UPI,Pending,Customer_92
O00522,Smart Watch,Wearables,1,32253,32253,Delhi,Card,Pending,Customer_66
O00523,Laptop,Electronics,2,41554,83108,Delhi,Card,Cancelled,Customer_6
O00524,Keyboard,Accessories,1,26686,26686,Bangalore,Card,Cancelled,Customer_73
O00525,Mobile,Electronics,2,16342,32684,Chennai,Cash,Completed,Customer_154
O00526,Laptop,Electronics,1,5313,5313,Kolkata,UPI,Cancelled,Customer_35
O00527,Laptop,Electronics,2,18236,36472,Hyderabad,Cash,Cancelled,Customer_83
O00528,Laptop,Electronics,2,21572,43144,Delhi,Cash,Cancelled,Customer_125
O00529,Smart Watch,Wearables,5,44996,224980,Kolkata,UPI,Completed,Customer_15
O00530,Smart Watch,Wearables,1,6214,6214,Chennai,UPI,Pending,Customer_154
O00531,Smart Watch,Wearables,3,30867,92601,Kolkata,Cash,Completed,Customer_82
O00532,Tablet,Electronics,1,27706,27706,Hyderabad,UPI,Completed,Customer_24
O00533,Laptop,Electronics,2,14294,28588,Pune,Cash,Pending,Customer_93
O00534,Smart Watch,Wearables,3,35801,107403,Chennai,Card,Cancelled,Customer_155
O00535,Tablet,Electronics,2,49067,98134,Hyderabad,UPI,Cancelled,Customer_123
O00536,Laptop,Electronics,3,43205,129615,Kolkata,Net Banking,Cancelled,Customer_72
O00537,Tablet,Electronics,5,35210,176050,Delhi,Card,Pending,Customer_3
O00538,Camera,Electronics,1,43449,43449,Kolkata,UPI,Completed,Customer_161
O00539,Keyboard,Accessories,4,6392,25568,Mumbai,Card,Completed,Customer_16
O00540,Keyboard,Accessories,5,12415,62075,Delhi,UPI,Cancelled,Customer_39
O00541,Headphones,Accessories,2,35135,70270,Mumbai,UPI,Cancelled,Customer_63
O00542,Camera,Electronics,4,14468,57872,Chennai,UPI,Pending,Customer_118
O00543,Keyboard,Accessories,3,2234,6702,Mumbai,Cash,Completed,Customer_166
O00544,Smart Watch,Wearables,3,4431,13293,Pune,Net Banking,Pending,Customer_97
O00545,Keyboard,Accessories,1,17010,17010,Mumbai,UPI,Cancelled,Customer_112
O00546,Keyboard,Accessories,2,23719,47438,Pune,UPI,Pending,Customer_165
O00547,Mouse,Accessories,3,33176,99528,Pune,Card,Pending,Customer_197
O00548,Mouse,Accessories,2,20166,40332,Delhi,Cash,Pending,Customer_2
O00549,Camera,Electronics,2,11090,22180,Delhi,Net Banking,Completed,Customer_149
O00550,Laptop,Electronics,2,48702,97404,Delhi,Cash,Pending,Customer_47
O00551,Smart Watch,Wearables,2,20003,40006,Chennai,Cash,Completed,Customer_39
O00552,Laptop,Electronics,2,20338,40676,Pune,UPI,Completed,Customer_193
O00553,Headphones,Accessories,4,45245,180980,Bangalore,Cash,Pending,Customer_87
O00554,Smart Watch,Wearables,3,2657,7971,Hyderabad,Card,Completed,Customer_161
O00555,Laptop,Electronics,1,9336,9336,Hyderabad,Card,Cancelled,Customer_111
O00556,Mobile,Electronics,1,3666,3666,Delhi,Cash,Completed,Customer_31
O00557,Camera,Electronics,2,34933,69866,Bangalore,Cash,Completed,Customer_58
O00558,Headphones,Accessories,5,33315,166575,Mumbai,UPI,Pending,Customer_20
O00559,Tablet,Electronics,2,15177,30354,Chennai,Cash,Pending,Customer_181
O00560,Headphones,Accessories,1,17843,17843,Delhi,Cash,Completed,Customer_51
O00561,Laptop,Electronics,4,36978,147912,Delhi,UPI,Completed,Customer_84
O00562,Laptop,Electronics,4,36149,144596,Delhi,UPI,Cancelled,Customer_106
O00563,Mouse,Accessories,4,28153,112612,Delhi,Net Banking,Pending,Customer_39
O00564,Smart Watch,Wearables,4,27367,109468,Kolkata,Card,Cancelled,Customer_2
O00565,Keyboard,Accessories,5,33336,166680,Delhi,Net Banking,Completed,Customer_51
O00566,Mobile,Electronics,1,41186,41186,Kolkata,Cash,Cancelled,Customer_13
O00567,Smart Watch,Wearables,5,21758,108790,Chennai,Net Banking,Cancelled,Customer_172
O00568,Tablet,Electronics,4,38360,153440,Mumbai,Net Banking,Cancelled,Customer_166
O00569,Camera,Electronics,5,22936,114680,Hyderabad,Net Banking,Completed,Customer_162
O00570,Smart Watch,Wearables,3,47172,141516,Mumbai,Net Banking,Cancelled,Customer_69
O00571,Tablet,Electronics,1,41715,41715,Kolkata,Card,Cancelled,Customer_196
O00572,Mouse,Accessories,3,31516,94548,Kolkata,UPI,Cancelled,Customer_151
O00573,Camera,Electronics,5,14998,74990,Pune,Cash,Cancelled,Customer_94
O00574,Keyboard,Accessories,5,11584,57920,Kolkata,UPI,Completed,Customer_173
O00575,Headphones,Accessories,2,43872,87744,Bangalore,Card,Cancelled,Customer_167
O00576,Laptop,Electronics,3,25486,76458,Delhi,Net Banking,Completed,Customer_105
O00577,Headphones,Accessories,3,25085,75255,Mumbai,UPI,Pending,Customer_170
O00578,Mouse,Accessories,4,43900,175600,Mumbai,UPI,Pending,Customer_75
O00579,Camera,Electronics,1,29946,29946,Chennai,Net Banking,Cancelled,Customer_45
O00580,Headphones,Accessories,1,45076,45076,Pune,UPI,Pending,Customer_134
O00581,Keyboard,Accessories,5,24799,123995,Hyderabad,UPI,Pending,Customer_65
O00582,Laptop,Electronics,5,13663,68315,Mumbai,UPI,Completed,Customer_152
O00583,Headphones,Accessories,3,47566,142698,Hyderabad,UPI,Pending,Customer_66
O00584,Keyboard,Accessories,3,29209,87627,Mumbai,Net Banking,Completed,Customer_52
O00585,Headphones,Accessories,4,19535,78140,Hyderabad,UPI,Completed,Customer_184
O00586,Camera,Electronics,4,24563,98252,Mumbai,UPI,Pending,Customer_111
O00587,Mouse,Accessories,3,16138,48414,Bangalore,Card,Cancelled,Customer_50
O00588,Tablet,Electronics,1,44120,44120,Pune,UPI,Completed,Customer_21
O00589,Camera,Electronics,4,26272,105088,Hyderabad,Net Banking,Pending,Customer_165
O00590,Laptop,Electronics,1,39348,39348,Hyderabad,Net Banking,Pending,Customer_180
O00591,Smart Watch,Wearables,4,31538,126152,Pune,Cash,Pending,Customer_102
O00592,Camera,Electronics,2,34040,68080,Kolkata,Cash,Cancelled,Customer_60
O00593,Keyboard,Accessories,4,35998,143992,Mumbai,UPI,Cancelled,Customer_85
O00594,Smart Watch,Wearables,4,8241,32964,Mumbai,Card,Completed,Customer_147
O00595,Laptop,Electronics,1,33067,33067,Mumbai,Card,Cancelled,Customer_117
O00596,Laptop,Electronics,2,47100,94200,Delhi,Net Banking,Completed,Customer_141
O00597,Smart Watch,Wearables,5,9689,48445,Bangalore,Cash,Cancelled,Customer_38
O00598,Tablet,Electronics,3,12968,38904,Hyderabad,Cash,Completed,Customer_138
O00599,Mouse,Accessories,5,17692,88460,Mumbai,UPI,Pending,Customer_66
O00600,Mouse,Accessories,5,26372,131860,Hyderabad,Net Banking,Cancelled,Customer_14
O00601,Mouse,Accessories,3,16787,50361,Kolkata,Net Banking,Pending,Customer_139
O00602,Mouse,Accessories,3,13738,41214,Pune,Cash,Completed,Customer_138
O00603,Tablet,Electronics,4,43512,174048,Bangalore,Card,Pending,Customer_88
O00604,Keyboard,Accessories,4,46828,187312,Hyderabad,Cash,Cancelled,Customer_81
O00605,Laptop,Electronics,5,4932,24660,Bangalore,UPI,Completed,Customer_71
O00606,Keyboard,Accessories,4,19605,78420,Pune,Card,Cancelled,Customer_157
O00607,Camera,Electronics,4,48197,192788,Bangalore,Card,Completed,Customer_15
O00608,Headphones,Accessories,4,42395,169580,Mumbai,Cash,Completed,Customer_19
O00609,Camera,Electronics,2,1430,2860,Chennai,Card,Pending,Customer_57
O00610,Mouse,Accessories,2,35525,71050,Kolkata,Card,Completed,Customer_200
O00611,Keyboard,Accessories,5,7110,35550,Bangalore,Cash,Completed,Customer_24
O00612,Laptop,Electronics,4,15164,60656,Chennai,UPI,Cancelled,Customer_114
O00613,Smart Watch,Wearables,2,4213,8426,Chennai,Card,Completed,Customer_41
O00614,Camera,Electronics,3,15748,47244,Kolkata,UPI,Cancelled,Customer_144
O00615,Headphones,Accessories,3,17410,52230,Delhi,Card,Completed,Customer_171
O00616,Keyboard,Accessories,4,2658,10632,Delhi,Net Banking,Completed,Customer_165
O00617,Mouse,Accessories,2,43414,86828,Hyderabad,Cash,Completed,Customer_119
O00618,Headphones,Accessories,2,28671,57342,Delhi,Net Banking,Completed,Customer_10
O00619,Tablet,Electronics,1,43589,43589,Pune,Cash,Pending,Customer_126
O00620,Tablet,Electronics,1,49676,49676,Kolkata,Net Banking,Completed,Customer_52
O00621,Camera,Electronics,3,20354,61062,Hyderabad,Cash,Completed,Customer_36
O00622,Camera,Electronics,3,15388,46164,Hyderabad,UPI,Completed,Customer_149
O00623,Mobile,Electronics,1,23063,23063,Pune,Card,Cancelled,Customer_77
O00624,Laptop,Electronics,2,22332,44664,Delhi,Net Banking,Pending,Customer_64
O00625,Tablet,Electronics,3,12221,36663,Mumbai,UPI,Completed,Customer_186
O00626,Camera,Electronics,1,49452,49452,Hyderabad,Cash,Completed,Customer_153
O00627,Smart Watch,Wearables,4,2852,11408,Mumbai,Cash,Cancelled,Customer_149
O00628,Mobile,Electronics,4,42889,171556,Chennai,Card,Pending,Customer_148
O00629,Tablet,Electronics,1,25057,25057,Chennai,Card,Pending,Customer_44
O00630,Mobile,Electronics,3,824,2472,Kolkata,Net Banking,Pending,Customer_39
O00631,Mouse,Accessories,1,7481,7481,Pune,Cash,Completed,Customer_128
O00632,Mouse,Accessories,5,35957,179785,Mumbai,UPI,Pending,Customer_63
O00633,Headphones,Accessories,5,35592,177960,Mumbai,UPI,Pending,Customer_51
O00634,Mouse,Accessories,4,36891,147564,Pune,Card,Completed,Customer_187
O00635,Keyboard,Accessories,1,1490,1490,Mumbai,Cash,Pending,Customer_180
O00636,Keyboard,Accessories,2,6204,12408,Kolkata,Card,Completed,Customer_68
O00637,Laptop,Electronics,4,26273,105092,Hyderabad,Cash,Pending,Customer_146
O00638,Mobile,Electronics,1,44008,44008,Hyderabad,Card,Completed,Customer_63
O00639,Laptop,Electronics,2,5287,10574,Hyderabad,UPI,Completed,Customer_11
O00640,Keyboard,Accessories,5,45840,229200,Pune,UPI,Pending,Customer_22
O00641,Camera,Electronics,5,12480,62400,Mumbai,UPI,Pending,Customer_105
O00642,Laptop,Electronics,1,16545,16545,Pune,Card,Completed,Customer_89
O00643,Headphones,Accessories,2,13489,26978,Pune,UPI,Cancelled,Customer_18
O00644,Laptop,Electronics,4,2972,11888,Bangalore,UPI,Completed,Customer_193
O00645,Mobile,Electronics,2,41470,82940,Mumbai,UPI,Pending,Customer_24
O00646,Tablet,Electronics,5,11131,55655,Kolkata,Net Banking,Cancelled,Customer_198
O00647,Camera,Electronics,2,17493,34986,Kolkata,UPI,Completed,Customer_191
O00648,Camera,Electronics,5,11295,56475,Bangalore,Net Banking,Cancelled,Customer_132
O00649,Mouse,Accessories,5,35343,176715,Chennai,Cash,Completed,Customer_65
O00650,Keyboard,Accessories,2,13477,26954,Hyderabad,Net Banking,Cancelled,Customer_61
O00651,Camera,Electronics,5,45413,227065,Chennai,Cash,Pending,Customer_170
O00652,Smart Watch,Wearables,3,25339,76017,Bangalore,Cash,Completed,Customer_168
